,Class,Text,length
3713,0,oh get paid outstand one commerci hasbro august made us jump mani hoop get paid still,159
3714,0,late call tomorrow morn take care sweet dream u ummifi bye,92
3715,0,network technic support associ,39
3716,0,gonna rip uteru,28
3717,0,cool like swim pool jacuzzi hou,66
3718,1,thank rington order refer number x mobil charg tone arriv plea call custom servic colour red text colour txtstar,197
3719,0,yeah whi gang readi,35
3720,0,blank blank wat blank lol,37
3721,0,movi collect car oredi,38
3722,0,left alreadi orchard,34
3723,1,hi night ur lucki night uve invit xchat uk wildest chat txt chat p msgrcvdhg suit land row w j hl ldn yr,156
3724,0,noth spl wat abt u whr ru,34
3725,0,chikku nt yet ya free,30
3726,0,aldrin rakhesh ex rtm pl call urgent,45
3727,0,search happi main sourc unhappi accept life way come u find happi everi moment u live,137
3728,0,home plea call,24
3729,0,guess could good excu ani lol,51
3730,0,frnd nece life imagin urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt function thnk abt event esp care miss amp irrit u wrd dear love frnd wthout u cant live jst takecar goodmorn,293
3731,0,gud mrng dear hav nice day,28
3732,0,old orchard near univ,37
3733,0,taco raja burrito right,33
3734,0,get ok,32
3735,0,street end librari walk,49
3736,0,plz note anyon call mobil co amp ask u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n ha verifi cnn ibn,263
3737,0,stop get ice cream go back,50
3738,0,stitch hi trouser,26
3739,0,da vijay go talk jaya tv,39
3740,1,tf p,13
3741,0,hey bore think u wat r u,58
3742,0,nah wednesday bring mini cheeto bag,62
3743,0,nobodi name peni girl name thi stori add,70
3744,0,aight let know gonna around usf,50
3745,0,lip sync shangela,38
3746,0,neva tell noe home da aft wat,62
3747,0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,152
3748,1,dear voucher holder claim st class airport loung pass use holiday voucher call book quot st class x,147
3749,0,buzz hey love think hope day goe well sleep miss babe long moment togeth love smile,158
3750,0,haha sound crazi dunno tahan anot,45
3751,0,whi u earli,22
3752,0,ya one slow poo,26
3753,1,bloomberg messag center whi wait appli futur http career bloomberg com,101
3754,0,im gloucesterroad uup later,47
3755,0,ye tv alway avail work place,48
3756,1,ye onli place town meet excit adult singl uk txt chat p msg,109
3757,0,lol ouch wish stay bit longer,48
3758,0,god ask forgiv littl child gave love repli,67
3759,0,join lt gt bu,30
3760,0,wa ask keep thi one mayb whi get messag sent glo,110
3761,1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone,158
3762,0,k send lt gt min,34
3763,0,would smoke help us work thi difficult time,65
3764,1,someon u know ha ask date servic contact cant guess call reveal pobox xy p,137
3765,0,ye mum lookin strong,23
3766,0,sir goodmorn onc free call,35
3767,0,call,22
3768,0,wa gr see messag r u leav congrat dear school wat r ur plan,96
3769,0,love girl offic may wonder whi smile sore,75
3770,0,hi wlcome back wonder got eaten lion someth noth much,81
3771,0,doe uncl timi help clear car,37
3772,0,came hostel go sleep plz call befor class hrishi,71
3773,0,ok bag,21
3774,0,hi spoke maneesha v like know satisfi experi repli toll free ye,126
3775,0,ok lor msg b u call,25
3776,1,mila age blond new uk look sex uk guy u like fun text mtalk pp txt st free increment help,158
3777,0,onc fishrman woke earli mrng wa veri dark wait amp found sack ful stone strtd throwin thm sea pass time atlast ju stone sun rose amp found tht r nt stone diamond moral dont wake earli mrng good night,302
3778,1,claim shop spree call mobstorequiz ppm,86
3779,0,ur physic get,23
3780,0,dear friend sorri late inform today birthday love ar praveesh detail log face book see hi number lt gt dont miss delici treat,198
3781,0,r go send,32
3782,0,onlin transact,30
3783,0,dear got train seat mine lower seat,39
3784,0,let know need anyth el salad desert someth mani beer shall get,98
3785,0,wat r u,14
3786,0,whore unbeliev,27
3787,1,want funk ur fone weekli new tone repli tone u thi text www rington co uk origin n best tone gbp network oper rate appli,155
3788,0,sure mean get,37
3789,0,love know feel doe make belli warm wish doe love shall meet dream ahmad ador kiss,157
3790,1,twink bear scalli skin jock call miss weekend fun call p min stop text call nat rate,156
3791,0,love want flood pretti pussi cum,54
3792,0,hey angri repli dr,39
3793,0,short cute good person,33
3794,0,also rememb bead come ever,45
3795,0,thread wishlist section forum ppl post nitro request start last page collect bottom,144
3796,0,first time histori need comfort luxuri sold price india onion rs lt gt petrol rs lt gt beer rs lt gt shesil lt gt,180
3797,0,feb lt gt love u day send di ur valu frnd evn come back u gt marri person u luv u ignor di u lose ur luv evr,169
3798,0,actual nvm got hella cash still lt gt ish,61
3799,1,tri contact repli offer video handset anytim ani network min unlimit text camcord repli call,158
3800,0,ok least armand still around,39
3801,0,da happi sit togeth na,41
3802,0,yup song bro creativ neva test qualiti said check review onlin,74
3803,0,dude fake frnd got money tht reffer u u member wit mail link u vl credit lt gt rs il geti lt gt rs draw acc wen lt gt rs,204
3804,0,dude makin weirdi browni sister made awesom cooki took pic,88
3805,1,urgent tri contact last weekend draw show prize guarant call claim code k valid hour onli,158
3806,0,pl dont restrict eat anythin like next two day,74
3807,0,mm ask come enough,37
3808,0,funer home audrey dad,39
3809,0,aight text address,35
3810,0,excel wish togeth right,43
3811,0,yep fine ice age,42
3812,0,pl wont beliv god onli jesu,37
3813,0,dunno wat get,30
3814,0,yet chikku k wat abt tht guy stop irrit msging u,82
3815,0,long doe take get,32
3816,0,thi number vivek,28
3817,1,xma iscom ur award either cd gift voucher free entri r weekli draw txt music tnc,118
3818,0,sorri brah finish last exam,55
3819,0,got arrest possess shit lt time gt pm,67
3820,0,right though give space want need thi realli start becom issu wa go suggest set definit move still greec mayb readi,244
3821,0,normal onli,24
3822,0,plea protect e threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi,159
3823,0,miss much despar record messag left day listen hear sound voic love,159
3824,0,hi alway onlin yahoo would like chat someday,70
3825,0,goodmorn grandfath expir leav today,57
3826,1,congratul u claim vip row ticket c blu concert novemb blu gift guarant call claim ts cs www smsco net cost max,161
3827,0,yuou work get pc mom find spot would work need,139
3828,0,sure see come bit,40
3829,0,agr stop thinkin ipad plea ask macho question,86
3830,0,let pool money togeth buy bunch lotto ticket win get lt gt u get lt gt deal,116
3831,0,ok,3
3832,0,askd u question hour befor answer,53
3833,0,watch tv lor nice one like lor,42
3834,0,think chennai forgot come auction,54
3835,0,come n pick ar,33
3836,0,earli bird ani purcha yet,30
3837,0,went pay rent go bank authori payment,70
3838,0,erm ill pick pm give enough time get park,94
3839,0,hey mate u honey u ave good holiday gimmi de goss x,62
3840,0,howz pain come today said ystrday ice medicin,72
3841,0,chile plea onli lt decim gt hour drive come time sublet feb april audit season,142
3842,0,ye amma life take lot turn onli sit tri hold steer,85
3843,0,yeah thought lemm know anyth goin later,66
3844,0,mmmm cant wait lick,32
3845,0,pl go today lt gt dont want ani excu,55
3846,1,fantasi footbal back tv go sky gamestar sky activ play k dream team score start saturday regist sky opt,161
3847,0,plz tell bslvyl sent via fullonsm com,58
3848,0,u town alon,16
3849,0,look forward sex cuddl onli two sleep,71
3850,0,rounder requir,38
3851,0,true k u knw di lt gt,44
3852,0,dont worri day veri big lambu ji vl come til enjoy batchlor parti,77
3853,0,oh ya got hip hop open haha wa think go jazz zoom cine actual tonight free leh kb lesson tonight,148
3854,1,free msg singl find partner area real peopl wait chat send chat cncl send stopc per msg,151
3855,0,ok part tomorrow,32
3856,0,found diff farm shop buy chee way back call,85
3857,0,r u still work,22
3858,1,win newest harri potter order phoenix book repli harri answer question chanc first among reader,139
3859,0,yep like pink furnitur tho,38
3860,1,free msg rington http tm widel com index wml id b ecef ff first true jul,109
3861,0,custom place wil cal u sir,32
3862,1,oh god found number glad text back xafter thi msg cst std ntwk chg,106
3863,0,pure heart person wonder smile make even hi enemi feel guilti enemi catch world smile goodmorn amp smiley sunday,198
3864,0,alrit girl u know gail neva wrong take care sweet worri c u l tr hun love yaxxx,104
3865,0,theoret yeah could abl come,44
3866,0,alright hook guy,42
3867,0,know peopl still town,61
3868,0,let math good,43
3869,0,oh ok wait lect havent finish,46
3870,0,yeah usual guy town definit peopl around know,76
3871,0,join today formal pl keep pray talk later,61
3872,0,happi sad one thing past good morn,76
3873,0,multimedia messag e mail,46
3874,0,oki scare u say fat u dun wan alreadi,61
3875,0,u get messag,22
3876,0,sorri sir call tomorrow senthil hsbc,50
3877,0,need person give na,44
3878,0,left veri vagu said would inform person account delay rent discuss hou agenc rent anoth place check onlin place around usc lt gt,257
3879,0,hi juan im come home fri hey cour expect welcom parti lot present ill phone u get back load love nicki x x x x x x x x x,159
3880,0,plz tell bslvyl sent via fullonsm com,58
3881,0,short cute good person,33
3882,0,gumbi ha special lt gt chee pizza know doin tonight,96
3883,1,link pictur ha sent also use http alto co uk wave wave asp,96
3884,0,like person size,29
3885,0,great aunt anniversari parti tarpon spring,63
3886,0,cab avail pick drop door step,53
3887,0,ok take care umma,34
3888,0,unlimit text limit minut,33
3889,1,doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout hf,151
3890,0,problem spend lot qualiti time togeth,65
3891,1,urgent thi nd attempt contact u prize yesterday still await collect claim call acl pm,150
3892,0,heard thi week,30
3893,1,dear dave thi final notic collect tenerif holiday cash award call landlin tc sae box cw wx ppm,153
3894,0,ye last practic,19
3895,1,tell u call claim prize u enter ur mobil person detail prompt care,120
3896,0,thank wonder,36
3897,0,otherwi part time job na tuition,40
3898,0,mean confirm tot juz say oni ok,63
3899,0,oki,4
3900,0,depend would like treat,50
3901,0,right brah see later,28
3902,0,wait e car mum lor u leh reach home alreadi,57
3903,1,account xxxxxxxxx show unredeem point claim call identifi code xxxxx expir,128
3904,1,want new video handset anytim ani network min half price line rental camcord repli call deliveri tomorrow,145
3905,0,went fast asleep dear take care,32
3906,0,mean fat head,38
3907,0,sound like plan cardiff still still cold sit radiat,86
3908,0,seriou like proper tongu,37
3909,0,good wa wonder wont say hi smile cope long distanc,116
3910,0,noe da car later c lar wear short,77
3911,1,import custom servic announc call freephon,86
3912,0,yeah whatev lol,17
3913,0,today accept day u accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,156
3914,0,ard lor ok messag lor,38
3915,0,ok c u,13
3916,0,eh ur laptop got stock lei say mon muz come take look c got,88
3917,0,need ke qi bore izzit suddenli thk thi,64
3918,0,wish think gonna snow much flurri usual get melt befor hit ground eek snow sinc lt gt befor wa even born,205
3919,1,free rington repli real poli eg real pushbutton dontcha babygoodbi golddigg webeburnin st tone free u join wk,157
3920,0,thing chang sentenc becau want concentr educ career im leav,114
3921,0,oh realli perform write paper go movi home midnight huh,78
3922,0,okay lor still let us go ah coz know later drop card box right,121
3923,0,izzit still rain,25
3924,0,enough troubl sleep,46
3925,0,havent add yet right,28
3926,0,lol realli need rememb eat drink appreci keep compani night babe smile,126
3927,0,babe lost tri reboot,46
3928,0,ye nigh cant aha,23
3929,0,thk gotta go home urself co b go shop fren present,84
